Relationship Status,Which describes you best?,How happy are you right now in your relationship?  (label),How happy are you right now in your relationship? ,"In the past few months, how frequently have you thought about ending the relationship?  (label)","In the past few months, how frequently have you thought about ending the relationship? ","These days, how do you feel when it comes to handling finances with your partner (spending, saving, managing, etc.)? (label)","These days, how do you feel when it comes to handling finances with your partner (spending, saving, managing, etc.)?","Over the past few months, how satisfied have you felt with your level of physical intimacy and affection? (label)","Over the past few months, how satisfied have you felt with your level of physical intimacy and affection?",How frequently do you confide in each other? (label),How frequently do you confide in each other?,"How frequently do you enjoy a shared, fun activity that you both enjoy together? (label)","How frequently do you enjoy a shared, fun activity that you both enjoy together?","These days, our conversations feel meaningful and engaging. (label)","These days, our conversations feel meaningful and engaging.",How much do you and your partner laugh together these days? (label),How much do you and your partner laugh together these days?,"These days, I feel like my partner and I understand each other deeply. (label)","These days, I feel like my partner and I understand each other deeply.",How often does your partner show love in ways that feel meaningful to you? (label),How often does your partner show love in ways that feel meaningful to you?,"Over the past few months, when I've needed support, my partner was there for me. (label)","Over the past few months, when I've needed support, my partner was there for me.","No matter how difficult it may get, I am completely committed to doing whatever it takes to make this relationship work. (label)","No matter how difficult it may get, I am completely committed to doing whatever it takes to make this relationship work.","In reviewing the past few months, I can point to specific actions and efforts that I’ve taken to make the relationship stronger. (label)","In reviewing the past few months, I can point to specific actions and efforts that I’ve taken to make the relationship stronger.","These days, I really look forward to conversations together to improve our relationship. (label)","These days, I really look forward to conversations together to improve our relationship.","Over the past few months, how often do you find yourself excited about planning or participating in activities that strengthen your relationship? (label)","Over the past few months, how often do you find yourself excited about planning or participating in activities that strengthen your relationship?","Over the past few months, how often have you initiated effort and creativity into making your relationship stronger? (label)","Over the past few months, how often have you initiated effort and creativity into making your relationship stronger?","Currently, how eager are you to discuss relationship challenges with your partner? (label)","Currently, how eager are you to discuss relationship challenges with your partner?","How open are you to exploring resources (e.g., books, workshops, apps, or counseling) to improve your relationship? (label)","How open are you to exploring resources (e.g., books, workshops, apps, or counseling) to improve your relationship?",Which word best describes the current state of your relationship? (label),Which word best describes the current state of your relationship?,How aligned do you currently feel with your partner when it comes to your faith and spiritual beliefs?,"Outside of your partner, how strong is your current support system for your relationship? (mentors, close friends, or a community that encourages your relationship)",Check the top 3 issues you’d like to improve:,Relationship Status:  (label),Relationship Status: ,Relationship Status: ,How long have you been together? ,Which best describes you right now? ,How would you describe your faith right now?,How often do you experience a deep sense of connection with God in your daily life?,How long have you been attending our church? ,Kids (check all that apply),Your Age,Gender,Church Slug,HeartChart URL,38-pt COMMITMENT,10-pt Commitment,,40-pt CONNECTION,10-pt Connection,Relationship STATE
In a Relationship,I'm working at it but certainly not perfect,Very happy,3,Quite a bit,0,It’s a struggle,0,Wish it was better,2,Consistently,3,We make it a point,3,Every now and then,2,"Often, we find reasons to laugh",3,"Kind of, we’re getting there",2,Pretty often and it means a lot,3,Most of the time,3,Absolutely 100%,4,Mostly true for me,3,Sometimes,2,Sometimes,2,Sometimes,2,Slightly eager,1,Slightly open,1,Strong,3,Completely aligned,Somewhat strong,"Communication, Quality Time/Use of Free Time, Serving/Encouraging Each Other",Married,0,,41+ years,I’m a Christian,I’ve been following Jesus for a long time,6,Over a year,I have adult children,71,Male,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,21,5,,21,5,Steady
In a Relationship,"Of course, I'm not perfect but I'm pretty good",Very happy,3,Rarely,3,Bit of a challenge,1,Unsatisfied,1,Often,2,Not often,1,Every now and then,2,"Often, we find reasons to laugh",3,We connect very well,3,"Sometimes, and I appreciate it",2,Most of the time,3,Yes,3,Somewhat true for me,2,Sometimes,2,Sometimes,2,Sometimes,2,Somewhat eager,2,Slightly open,1,Steady,2,Somewhat aligned,Weak,"Communication, Financial Management as a Team, Quality Time/Use of Free Time",Married,0,,11-20 years,I’m a Christian,I’ve been following Jesus for a long time,7,Over a year,I have kids K-5th grade,31-40,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,19,5,,21,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Never,4,It’s working well,3,It’s a struggle,0,Consistently,3,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,It’s a struggle sometimes,1,"Sometimes, and I appreciate it",2,Most of the time,3,Absolutely 100%,4,Slightly true for me,1,Often,3,Often,3,Sometimes,2,Somewhat eager,2,Somewhat open,2,Uneven,1,Mostly aligned,Somewhat strong,"Communication, Forgiveness, Romance/Sexual Fulfillment",Married,0,,21-30 years,I’m a Christian,I’ve been following Jesus for a long time,7,Over a year,I have kids 0-5,41-50,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,21,5,,22,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Very happy,3,Never,4,Bit of a challenge,1,It’s a struggle,0,Often,2,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,"Kind of, we’re getting there",2,"Sometimes, and I appreciate it",2,Most of the time,3,Absolutely 100%,4,Somewhat true for me,2,Sometimes,2,Sometimes,2,Sometimes,2,Not at all eager,0,Slightly open,1,Steady,2,Somewhat aligned,Somewhat strong,"Romance/Sexual Fulfillment, Spiritual Intimacy, Trust/Honesty",Married,0,,21-30 years,I’m a Christian,I’ve been following Jesus for a long time,4,Over a year,I have kids 6th-12th grade,41-50,Male,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,18,5,,20,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Rarely,3,It’s a struggle,0,Very satisfied,3,Consistently,3,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,"Kind of, we’re getting there",2,"Sometimes, and I appreciate it",2,"Sometimes, I guess",2,Absolutely 100%,4,Mostly true for me,3,Sometimes,2,Sometimes,2,Sometimes,2,Not at all eager,0,Somewhat open,2,Steady,2,Mostly aligned,Somewhat strong,"Conflict Management, Financial Management as a Team, Forgiveness",Married,0,,11-20 years,I’m a Christian,I’ve been following Jesus for a long time,6,Over a year,"I have kids 0-5, I have kids K-5th grade, I have kids 6th-12th grade",31-40,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,19,5,,21,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Rarely,3,Bit of a challenge,1,Unsatisfied,1,Often,2,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,"Kind of, we’re getting there",2,"Not often, but it happens",1,Most of the time,3,Absolutely 100%,4,Somewhat true for me,2,Sometimes,2,Sometimes,2,Rarely,1,Somewhat eager,2,Somewhat open,2,Steady,2,Not aligned,Somewhat strong,"Financial Management as a Team, Forgiveness, Romance/Sexual Fulfillment",Married,0,,41+ years,I’m a Christian,I’ve been following Jesus for a long time,5,Less than a month,I have adult children,61-70,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,20,5,,19,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Never,4,Bit of a challenge,1,Wish it was better,2,Once in a blue moon,1,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,"Kind of, we’re getting there",2,"Sometimes, and I appreciate it",2,Most of the time,3,Absolutely 100%,4,Mostly true for me,3,Sometimes,2,Sometimes,2,Sometimes,2,Somewhat eager,2,Slightly open,1,Steady,2,Mostly aligned,Somewhat strong,"Communication, Conflict Management, Financial Management as a Team",Married,0,,21-30 years,I’m a Christian,I’ve been following Jesus for a long time,7,1-6 months,"I have kids 6th-12th grade, I have adult children",51-60,Male,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,21,5,,21,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Maybe once,2,Wish it was better,2,Unsatisfied,1,Often,2,We make it a point,3,Every now and then,2,"Often, we find reasons to laugh",3,It’s a struggle sometimes,1,"Hardly ever, if at all",0,"Sometimes, I guess",2,Probably,2,Somewhat true for me,2,Sometimes,2,Sometimes,2,Often,3,Somewhat eager,2,Very open,3,Uneven,1,Mostly aligned,Strong,"Conflict Management, Serving/Encouraging Each Other, Spiritual Intimacy",Married,0,,31-40 years,I’m a Christian,I’ve been following Jesus for a long time,10,Over a year,I have adult children,61-70,Male,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,19,5,,18,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Never,4,Wish it was better,2,Wish it was better,2,Once in a blue moon,1,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,"Kind of, we’re getting there",2,"Sometimes, and I appreciate it",2,Most of the time,3,Yes,3,Somewhat true for me,2,Sometimes,2,Sometimes,2,Sometimes,2,Somewhat eager,2,Slightly open,1,Steady,2,Completely aligned,Somewhat strong,"Communication, Conflict Management, Romance/Sexual Fulfillment",Married,0,,31-40 years,I’m a Christian,I’ve been following Jesus for a long time,4,Over a year,I have adult children,61-70,Male,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,19,5,,22,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,A couple times,1,It’s working well,3,Very satisfied,3,Once in a blue moon,1,Not often,1,Every now and then,2,"Sometimes, when the mood is right",2,It’s a struggle sometimes,1,"Sometimes, and I appreciate it",2,"Sometimes, I guess",2,Probably,2,Absolutely true for me,4,Always,4,Always,4,Sometimes,2,Super eager,4,Somewhat open,2,Steady,2,Completely aligned,Strong,"Communication, Quality Time/Use of Free Time, Spiritual Intimacy",Dating,2,,0-2 years,I’m a Christian,I’ve been following Jesus for a long time,7,Over a year,I don't have kids,18-24,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,18,5,,18,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,A couple times,1,It’s a struggle,0,Wish it was better,2,Often,2,We make it a point,3,Quite often,3,"Sometimes, when the mood is right",2,It’s a struggle sometimes,1,"Sometimes, and I appreciate it",2,Most of the time,3,Absolutely 100%,4,Mostly true for me,3,Always,4,Often,3,Often,3,Very eager,3,Very open,3,Steady,2,Somewhat aligned,Strong,"Communication, Conflict Management, Trust/Honesty",Dating,2,,0-2 years,I’m a Christian,I’ve been following Jesus for a long time,6,6-12 months,I don't have kids,25-30,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,20,5,,19,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Never,4,It’s working well,3,Wish it was better,2,Once in a blue moon,1,Not often,1,Every now and then,2,"Sometimes, when the mood is right",2,It’s a struggle sometimes,1,"Sometimes, and I appreciate it",2,Most of the time,3,Absolutely 100%,4,Not at all true for me,0,Often,3,Sometimes,2,Rarely,1,Very eager,3,Very open,3,Uneven,1,Mostly aligned,Weak,"Communication, Spiritual Intimacy, Trust/Honesty",Married,0,,41+ years,I’m a Christian,I’m coming back to my faith after some time away,4,Over a year,I have kids 0-5,61-70,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,20,5,,21,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Rarely,3,It’s working well,3,It’s a struggle,0,Once in a blue moon,1,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,It’s a struggle sometimes,1,"Sometimes, and I appreciate it",2,"Sometimes, I guess",2,Yes,3,Somewhat true for me,2,Sometimes,2,Sometimes,2,Sometimes,2,Somewhat eager,2,Somewhat open,2,Steady,2,Completely aligned,Somewhat strong,"Communication, Forgiveness, Serving/Encouraging Each Other",Married,0,,41+ years,I’m a Christian,I’ve been following Jesus for a long time,8,Over a year,I have adult children,71,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,19,5,,18,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,A couple times,1,Wish it was better,2,Wish it was better,2,Often,2,Not often,1,Quite often,3,"Sometimes, when the mood is right",2,"Kind of, we’re getting there",2,"Sometimes, and I appreciate it",2,"Absolutely, always",4,Yes,3,Mostly true for me,3,Sometimes,2,Sometimes,2,Sometimes,2,Slightly eager,1,Somewhat open,2,Steady,2,Somewhat aligned,Somewhat strong,"Communication, Serving/Encouraging Each Other, Trust/Honesty",Married,0,,41+ years,I’m a Christian,I’ve been following Jesus for a long time,10,Over a year,I have adult children,71,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,21,5,,21,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Rarely,3,It’s a struggle,0,Very satisfied,3,Consistently,3,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,"Kind of, we’re getting there",2,"Sometimes, and I appreciate it",2,"Sometimes, I guess",2,Absolutely 100%,4,Mostly true for me,3,Sometimes,2,Sometimes,2,Sometimes,2,Not at all eager,0,Somewhat open,2,Steady,2,Mostly aligned,Somewhat strong,"Conflict Management, Financial Management as a Team, Forgiveness",Married,0,,11-20 years,I’m a Christian,I’ve been following Jesus for a long time,6,Over a year,"I have kids 0-5, I have kids K-5th grade, I have kids 6th-12th grade",31-40,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,19,5,,21,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Very happy,3,Never,4,Bit of a challenge,1,It’s a struggle,0,Once in a blue moon,1,When we get around to it,2,Not very often,1,"Often, we find reasons to laugh",3,It’s a struggle sometimes,1,Pretty often and it means a lot,3,Most of the time,3,Absolutely 100%,4,Slightly true for me,1,Often,3,Often,3,Rarely,1,Slightly eager,1,Very open,3,Steady,2,Barely aligned,Nonexistent,"Communication, Financial Management as a Team, Spiritual Intimacy",Married,0,,3-5 years,I’m a Christian,I’m coming back to my faith after some time away,4,Over a year,I have adult children,51-60,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,21,5,,19,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Never,4,Wish it was better,2,Wish it was better,2,Consistently,3,When we get around to it,2,Not very often,1,"Sometimes, when the mood is right",2,It’s a struggle sometimes,1,"Sometimes, and I appreciate it",2,Most of the time,3,Absolutely 100%,4,Slightly true for me,1,Sometimes,2,Sometimes,2,Rarely,1,Super eager,4,Very open,3,Uneven,1,Mostly aligned,Weak,"Conflict Management, Quality Time/Use of Free Time, Serving/Encouraging Each Other",Married,0,,11-20 years,I’m a Christian,I’ve been following Jesus for a long time,7,Over a year,"I have kids K-5th grade, I have kids 6th-12th grade, I have adult children",31-40,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,21,5,,22,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Maybe once,2,It’s working well,3,It’s a struggle,0,Often,2,We make it a point,3,Every now and then,2,"Sometimes, when the mood is right",2,It’s a struggle sometimes,1,"Sometimes, and I appreciate it",2,Not really,1,Yes,3,Somewhat true for me,2,Sometimes,2,Often,3,Sometimes,2,Somewhat eager,2,Very open,3,Uneven,1,Mostly aligned,Somewhat strong,"Communication, Serving/Encouraging Each Other, Trust/Honesty",Married,0,,11-20 years,I’m a Christian,I’m new to following Jesus,6,Over a year,I have kids 6th-12th grade,51-60,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,19,5,,18,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Very happy,3,Rarely,3,It’s a struggle,0,Wish it was better,2,Once in a blue moon,1,When we get around to it,2,Not very often,1,"Sometimes, when the mood is right",2,It’s a struggle sometimes,1,Pretty often and it means a lot,3,Most of the time,3,Yes,3,Mostly true for me,3,Sometimes,2,Sometimes,2,Sometimes,2,Not at all eager,0,Somewhat open,2,Strong,3,Mostly aligned,Very weak,"Communication, Conflict Management, Romance/Sexual Fulfillment",Married,0,,11-20 years,I’m a Christian,I’m new to following Jesus,1,Over a year,I have kids 6th-12th grade,31-40,Male,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,20,5,,18,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Rarely,3,Wish it was better,2,Unsatisfied,1,Often,2,Not often,1,Every now and then,2,"Often, we find reasons to laugh",3,"Kind of, we’re getting there",2,"Sometimes, and I appreciate it",2,"Sometimes, I guess",2,Yes,3,Somewhat true for me,2,Always,4,Sometimes,2,Sometimes,2,Somewhat eager,2,Somewhat open,2,Steady,2,Mostly aligned,Somewhat strong,"Communication, Financial Management as a Team, Romance/Sexual Fulfillment",Married,0,,21-30 years,I’m a Christian,I’ve been following Jesus for a long time,9,Over a year,I have kids 6th-12th grade,41-50,Female,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,21,5,,20,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Very happy,3,Never,4,Wish it was better,2,Wish it was better,2,Once in a blue moon,1,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,It’s a struggle sometimes,1,"Sometimes, and I appreciate it",2,Most of the time,3,Absolutely 100%,4,Somewhat true for me,2,Sometimes,2,Sometimes,2,Sometimes,2,Slightly eager,1,Very open,3,Steady,2,Mostly aligned,Weak,"Communication, Quality Time/Use of Free Time, Serving/Encouraging Each Other",Married,0,,41+ years,I’m a Christian,I’ve been following Jesus for a long time,6,Over a year,"I don't have kids, I have adult children",61-70,Male,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,21,5,,21,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Maybe once,2,Wish it was better,2,Unsatisfied,1,Often,2,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,"Kind of, we’re getting there",2,"Not often, but it happens",1,"Sometimes, I guess",2,Yes,3,Mostly true for me,3,Sometimes,2,Sometimes,2,Sometimes,2,Not at all eager,0,Somewhat open,2,Steady,2,Completely aligned,Somewhat strong,"Communication, Quality Time/Use of Free Time, Romance/Sexual Fulfillment",Married,0,,21-30 years,I’m a Christian,I’ve been following Jesus for a long time,3,Over a year,I have kids 6th-12th grade,51-60,Male,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,18,5,,18,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Never,4,Bit of a challenge,1,Very satisfied,3,Often,2,Not often,1,Every now and then,2,"Sometimes, when the mood is right",2,"Kind of, we’re getting there",2,"Sometimes, and I appreciate it",2,"Sometimes, I guess",2,Yes,3,Somewhat true for me,2,Sometimes,2,Sometimes,2,Sometimes,2,Somewhat eager,2,Somewhat open,2,Steady,2,Barely aligned,Strong,"Conflict Management, Romance/Sexual Fulfillment, Serving/Encouraging Each Other",Married,0,,11-20 years,I’m a Christian,I’m coming back to my faith after some time away,2,6-12 months,I have kids 0-5,41-50,Male,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,19,5,,21,5,Steady
In a Relationship,I'm working at it but certainly not perfect,Somewhat happy,2,Maybe once,2,Wish it was better,2,Wish it was better,2,Once in a blue moon,1,When we get around to it,2,Every now and then,2,"Sometimes, when the mood is right",2,It’s a struggle sometimes,1,"Sometimes, and I appreciate it",2,Most of the time,3,Yes,3,Somewhat true for me,2,Sometimes,2,Rarely,1,Sometimes,2,Very eager,3,Very open,3,Steady,2,Mostly aligned,Somewhat strong,"Financial Management as a Team, Romance/Sexual Fulfillment, Serving/Encouraging Each Other",Married,0,,41+ years,I’m a Christian,I’ve been following Jesus for a long time,7,Over a year,I have adult children,61-70,Male,eagle-christian-church,https://dashboard.amfm.org/heart-chart/eagle-christian-church/central-valley/fS7HbG/,21,5,,19,5,Steady
