NAME,MONTH,CITY,STATE,ZIP_CODE,MESSAGE_COUNT
The Purpose Place,2024-01-01 00:00:00.000 Z,Spartanburg,SC,29306,86
Bible Baptist Church,2024-03-01 00:00:00.000 Z,CROSSVILLE,TN,,5
Journey of Faith,2023-01-01 00:00:00.000 Z,Manhattan Beach,CA,90266-6970,12
Friendship House,2023-09-01 00:00:00.000 Z,Centralia,MO,65240,4
Saint Mark United Methodist,2022-07-01 00:00:00.000 Z,Wichita,KS,67226,5
Christ Wesleyan Church,2024-02-01 00:00:00.000 Z,Greensboro,NC,27407,12
New Shiloh Baptist ,2023-11-01 00:00:00.000 Z,Paterson,NJ,07501,2
New Life Church Student Ministry,2023-05-01 00:00:00.000 Z,Medford,OR,97504,354
Hillside Community Church,2024-10-01 00:00:00.000 Z,Gaithersburg,MD,20877,46
Reign Christian Center ,2023-11-01 00:00:00.000 Z,Slidell,LA,70460,4
Sea Cliff Gospel Chapel,2023-03-01 00:00:00.000 Z,Sea Cliff,NY,11579,3
Life Chapel,2023-07-01 00:00:00.000 Z,Lexington,VA,24450,39
Cross Timbers Church,2024-02-01 00:00:00.000 Z,Argyle,TX,76226,11
Christ Church Vienna,2023-03-01 00:00:00.000 Z,Vienna,VA,22180,39
CHRIST UNITED METHODIST CHURCH,2022-08-01 00:00:00.000 Z,Independence,MO,64055-4228,13
Hope Community Church,2024-06-01 00:00:00.000 Z,Detroit,MI,48215,5
Coffee Creek Church,2022-11-01 00:00:00.000 Z,Edmond,OK,73025,9
The Grove Church,2024-07-01 00:00:00.000 Z,Kingston,TN,37763,676
Ekklessia Revival Ministries,2024-08-01 00:00:00.000 Z,Greensboro,NC,27407,12
One Hope,2024-10-01 00:00:00.000 Z,Eugene,OR,97401,138
3Crosses Church,2023-07-01 00:00:00.000 Z,Castro Valley,CA,94546,89
The Branch Church - Vista Ridge,2024-03-01 00:00:00.000 Z,Carrollton,TX,75010,20
FBJ Ministries ,2023-06-01 00:00:00.000 Z,Rockford,IL,61114,105
New Life Family Worship Center,2023-12-01 00:00:00.000 Z,Camden Wyoming,DE,19934,6
Man in the Mirror,2024-04-01 00:00:00.000 Z,Casselberry,FL,32707,567
Upper Room Community Church,2024-03-01 00:00:00.000 Z,Auburn,CA,95603-3726,76
Central Kids,2023-05-01 00:00:00.000 Z,Gilbert,AZ,85297,124
Christ Church Vienna,2023-11-01 00:00:00.000 Z,Vienna,VA,22180,19
Believers House,2024-11-01 00:00:00.000 Z,Milton,FL,32571,18
Moore Haven COGOP,2023-03-01 00:00:00.000 Z,Moore Haven,FL,33471,6
GFC Avis,2023-08-01 00:00:00.000 Z,Avis,PA,17721,5
Solid Rock Missionary Baptist Church,2023-10-01 00:00:00.000 Z,California City,CA,93505,4
Mariners Church Trabuco Canyon,2024-12-01 00:00:00.000 Z,Irvine,CA,92603,129
Vibrant Kids,2024-12-01 00:00:00.000 Z,Mechanicsburg,PA,17050,65
NY Court (JD 6): Family Counseling Service - Courtland,2023-05-01 00:00:00.000 Z,Cortland,NY,13045,2
Cross Timbers Church,2024-06-01 00:00:00.000 Z,Argyle,TX,76226,4
ALCI,2025-01-01 00:00:00.000 Z,Hiram,GA,30141,4
Salem Lutheran Church,2025-02-01 00:00:00.000 Z,Salem,IL,62881,56
Place of Grace Fellowship,2024-08-01 00:00:00.000 Z,Beulah,ND,58523,8
The Church at Spring Hill,2024-02-01 00:00:00.000 Z,Spring Hill,TN,37174,2
First Christian Church,2023-06-01 00:00:00.000 Z,Clinton,OK,73601,5
jsraskin,2023-06-01 00:00:00.000 Z,Knoxville,TN,37931,4
Pneuma Worship Center Church ,2024-03-01 00:00:00.000 Z,Mc Kees Rocks,PA,15136,1
Moore Haven COGOP,2024-02-01 00:00:00.000 Z,Moore Haven,FL,33471,1
LC,2023-12-01 00:00:00.000 Z,Wesley Chapel,FL,33544,4
Seaside Church,2025-02-01 00:00:00.000 Z,Galveston,TX,77554,21
Bethel Assembly of God,2025-02-01 00:00:00.000 Z,Othello,WA,99344,2632
PEACE IN GOD,2024-05-01 00:00:00.000 Z,Baltimore,MD,21215,3
Gloo,2021-10-01 00:00:00.000 Z,Boulder,CO,,2
The Life Church of St. Joseph,2025-01-01 00:00:00.000 Z,St Joseph,MO,64506,193
Victory Life Church - Durant,2023-10-01 00:00:00.000 Z,Durant,OK,74701,15846
Locust Ridge Church ,2025-01-01 00:00:00.000 Z,Arrington,TN,37014,20516
Pax Christian Church,2024-11-01 00:00:00.000 Z,Gardnerville,NV,89410,6139
Urban Alliance Leadership Academy,2024-11-01 00:00:00.000 Z,Kalamazoo,MI,49001,289
Living Waters Community Church ,2024-11-01 00:00:00.000 Z,Oak Grove,KY,42262,347
First Baptist Church of Clarendon,2024-11-01 00:00:00.000 Z,Clarendon,AR,72029,1409
Flushing First Church of the Nazarene,2024-04-01 00:00:00.000 Z,Flushing,NY,11355,1179
Crosspoint Church,2023-05-01 00:00:00.000 Z,Waverly,IA,50677,14
Crossroads Christian Fellowship ,2024-09-01 00:00:00.000 Z,Parkton,MD,21120,163
The Church,2024-11-01 00:00:00.000 Z,Philadelphia,PA,19151,191
Lively Stone Apostolic Church,2024-10-01 00:00:00.000 Z,Mount Vernon,IL,62864,2400
CrossPointe Church,2024-08-01 00:00:00.000 Z,Buckeye,AZ,85326,559
Pistis Life Church Dallas,2024-01-01 00:00:00.000 Z,Plano,TX,75024,8832
Gallatin F.M.C,2024-11-01 00:00:00.000 Z,Gallatin,TN,37066,290
GRACE HOUSE CHURCH,2024-10-01 00:00:00.000 Z,Dayton,OH,45405,1359
Riverton Church of Christ,2024-02-01 00:00:00.000 Z,Riverton,WY,82501,1206
Florence Adventist,2024-12-01 00:00:00.000 Z,Florence,SC,29501,1165
Stella Maris Parish,2024-12-01 00:00:00.000 Z,Bucksport,ME,04416,216
The Prayers Club,2025-01-01 00:00:00.000 Z,Shreveport,LA,71108,18
Hillcrest Church of the Nazarene,2025-01-01 00:00:00.000 Z,Vancouver,WA,98685,141
Radiant Community,2024-10-01 00:00:00.000 Z,Piscataway,NJ,08854,25533
GRACE HOUSE CHURCH,2024-07-01 00:00:00.000 Z,Dayton,OH,45405,465
A Fresh Wind Church,2023-07-01 00:00:00.000 Z,Elyria,OH,44035,51
North Ridge Church Kids,2024-09-01 00:00:00.000 Z,Marshfield,WI,54449,1352
Recovery Community HUB of Palm Beach County,2023-02-01 00:00:00.000 Z,Lake Worth Beach,FL,33460,313
Peace Lutheran Church,2024-10-01 00:00:00.000 Z,Columbus,NE,68601,5189
Christ First Church,2024-04-01 00:00:00.000 Z,Downingtown,PA,19335,7334
Cornerstone Evangelical Free Church,2022-12-01 00:00:00.000 Z,Rochester,MN,55904,72
Bethel Assembly of God,2024-07-01 00:00:00.000 Z,Lincoln Park,MI,48146,274
United Church of Marco Island,2024-10-01 00:00:00.000 Z,Marco Island,FL,34145,5333
Unite Church,2023-03-01 00:00:00.000 Z,Pasadena,CA,91107,225
Betesda Casa de Misericordia,2024-02-01 00:00:00.000 Z,El Paso,TX,79927,2787
Christ First Church,2024-06-01 00:00:00.000 Z,Downingtown,PA,19335,5464
Palm Beach County,2023-11-01 00:00:00.000 Z,West Palm Beach,FL,33401,332
Sweetwater Baptist,2024-10-01 00:00:00.000 Z,Waycross,GA,31501,2460
Ignite LA Church ,2023-10-01 00:00:00.000 Z,Lawndale,CA,90260,1228
CityLights Church,2023-07-01 00:00:00.000 Z,BURNABY,WA,V5M 4A4,10
Recovery Community HUB of Palm Beach County,2023-09-01 00:00:00.000 Z,Lake Worth Beach,FL,33460,117
Hillcrest Church of the Nazarene,2024-04-01 00:00:00.000 Z,Vancouver,WA,98685,4712
Hazel Pierre,2024-09-01 00:00:00.000 Z,Amityville,NY,11701,39
West Haven Baptist Church,2024-11-01 00:00:00.000 Z,Tonganoxie,KS,66086,2617
God's Flower Pot Ministries,2023-09-01 00:00:00.000 Z,Jonesboro,GA,30238,26749
The R.O.C.K. WOI,2024-08-01 00:00:00.000 Z,Houston,TX,77087,89093
PRAYR App,2024-01-01 00:00:00.000 Z,Steilacoom,WA,98388,1844
Living Waters Community Church ,2024-05-01 00:00:00.000 Z,Oak Grove,KY,42262,878
Central Valley Baptist Church,2023-01-01 00:00:00.000 Z,Manteca,CA,95336,25
Am I Worth The Time ,2023-11-01 00:00:00.000 Z,Fort Worth ,TX,76105,25
Fresh start city church,2024-09-01 00:00:00.000 Z,Aurora,IL,60506,677
Pine Grove Baptist Church,2024-07-01 00:00:00.000 Z,Collins,GA,30421,3754
Pax Christian Church,2023-10-01 00:00:00.000 Z,Gardnerville,NV,89410,31
420 Ministries,2024-04-01 00:00:00.000 Z,Indianapolis,IN,46201,145
The Great Southwest Prayer Center,2022-12-01 00:00:00.000 Z,Katy,TX,77450,102
Camino del Rey,2024-01-01 00:00:00.000 Z,Versailles,KY,40383,2
Freedom Church,2024-05-01 00:00:00.000 Z,Bel Air,MD,21014,1107
Liberty Church of God of Prophecy,2023-11-01 00:00:00.000 Z,Girard,OH,44420,155
United family wesleyan church ,2024-01-01 00:00:00.000 Z,Cicero,IN,46034,1529
Restored Life Outreach Ministries,2024-01-01 00:00:00.000 Z,Birmingham,AL,35215,22
Ignite LA Church ,2023-12-01 00:00:00.000 Z,Lawndale,CA,90260,1064
North Ridge Church Kids,2023-08-01 00:00:00.000 Z,Marshfield,WI,54449,860
Holy Land Church of God In Christ,2024-03-01 00:00:00.000 Z,San Bernardino,CA,92410,340
FoundCare,2023-05-01 00:00:00.000 Z,West Palm Beach,FL,33406,93
Journey Church,2024-07-01 00:00:00.000 Z,Warrenton,VA,20187,1402
The Courage Center,2023-02-01 00:00:00.000 Z,Lexington,SC,29072,478
Alert Activated!,2023-07-01 00:00:00.000 Z,South Burlington,VT,05403,5
Outreach Family Fellowship ,2024-03-01 00:00:00.000 Z,Dillon,SC,29536,666
The Church,2024-03-01 00:00:00.000 Z,Philadelphia,PA,19151,289
420 Ministries,2024-02-01 00:00:00.000 Z,Indianapolis,IN,46201,848
Grace Fifth Jurisdiction,2024-01-01 00:00:00.000 Z,Roanoke,VA,24017,417
NYS (JD 2) Brooklyn: Samaritan Village-Richmond Hill,2024-01-01 00:00:00.000 Z,Briarwood,NY,11435-2647 ,30
Cornerstone Evangelical Free Church,2022-09-01 00:00:00.000 Z,Rochester,MN,55904,24
Life Christian Center ,2024-01-01 00:00:00.000 Z,Bellwood,IL,60104,870
Life Church Utah,2023-03-01 00:00:00.000 Z,Taylorsville,UT,84129,12
The CALL in Saline & Perry Counties,2024-10-01 00:00:00.000 Z,Benton,AR,72018,402
The Great Southwest Prayer Center,2024-04-01 00:00:00.000 Z,Katy,TX,77450,43
The Village Christian Church,2024-12-01 00:00:00.000 Z,Minooka,IL,60447,18
Elizabethtown Church of the Nazarene,2024-05-01 00:00:00.000 Z,Elizabethtown,KY,42701,149
Comunidad Conexion,2024-03-01 00:00:00.000 Z,Paterson,NJ,07501,6
Hickory Ridge Community Church,2024-03-01 00:00:00.000 Z,Milford,MI,48380,74
Freedom Church,2023-08-01 00:00:00.000 Z,Bel Air,MD,21014,1105
True Life Church,2024-03-01 00:00:00.000 Z,Middleburg,FL,32068,8
A Fresh Wind Church,2023-06-01 00:00:00.000 Z,Elyria,OH,44035,33
Harrisonburg First Assembly of God,2023-06-01 00:00:00.000 Z,Harrisonburg,VA,22801,20
Faith Church of the Nazarene,2024-04-01 00:00:00.000 Z,Jacksonville,NC,28540,28
The Great Southwest Prayer Center,2024-06-01 00:00:00.000 Z,Katy,TX,77450,213
NA,2023-09-01 00:00:00.000 Z,Bellefontaine,OH,43311,9
Faith In Christ,2024-08-01 00:00:00.000 Z,Snellville,GA,30078,4
LeslieBenfield,2024-04-01 00:00:00.000 Z,Charlottesville,VA,22901,8
Penny,2024-05-01 00:00:00.000 Z,Kalispell,MT,59901,29
Bagley Swamp Church,2025-01-01 00:00:00.000 Z,Hertford,NC,27944,478
Living Water Kids,2025-01-01 00:00:00.000 Z,Longs,SC,29568,185
Next Generation Movement,2024-10-01 00:00:00.000 Z,Syracuse,NY,13215,51
Harvest Family Worship Center,2023-03-01 00:00:00.000 Z,Morgantown,WV,26508,5
Lifesize Love,2023-10-01 00:00:00.000 Z,Tampa,FL,33618,27
Abide Strategy ,2023-10-01 00:00:00.000 Z,Eau Claire,WI,54701,2
Concordia Baptist Church,2023-04-01 00:00:00.000 Z,Concordia,MO,64020,8
Gateway Church,2024-11-01 00:00:00.000 Z,Brawley,CA,92227,12
River of God Church,2024-12-01 00:00:00.000 Z,Byron Center,MI,49315,196
Unite Church,2023-09-01 00:00:00.000 Z,Pasadena,CA,91107,42
Hope Assembly of God,2023-07-01 00:00:00.000 Z,Newfield,NJ,08344,2
Davis Christian Assembly ,2024-02-01 00:00:00.000 Z,Davis,CA,95616,6
KEFMI / SLC,2024-06-01 00:00:00.000 Z,Melissa,TX,75454,2
NATIONAL COMMUNITY CHURCH,2023-08-01 00:00:00.000 Z,Washington,DC,20002-4928,2
Locust Ridge Church ,2024-06-01 00:00:00.000 Z,Arrington,TN,37014,7
North Vernon Wesleyan ,2023-11-01 00:00:00.000 Z,North Vernon,IN,47265,22
Fruitland Road Country Church,2025-02-01 00:00:00.000 Z,Springfield,MO,65803,80
Vista Church,2025-02-01 00:00:00.000 Z,Crandall,TX,75114,1272
Central Baptist Church - Students,2025-01-01 00:00:00.000 Z,Conway,AR,72034,1401
Nazaree Full Gospel,2025-01-01 00:00:00.000 Z,Mobile,AL,36618,8605
Cornerstone Community Church,2023-09-01 00:00:00.000 Z,Wildomar,CA,92595,80
Faith Deliverance Church of God in Christ ,2023-05-01 00:00:00.000 Z,Dayton,OH,45415,200
Anthem Church,2022-09-01 00:00:00.000 Z,Federal Way,WA,98003,11208
Parkside Baptist Church,2023-05-01 00:00:00.000 Z,Denison,TX,75020,4
Bethel AME Zion,2022-09-01 00:00:00.000 Z,Mint Hill,NC,28227,96
Tom Hebert Road Baptist Church,2024-10-01 00:00:00.000 Z,Lake Charles,LA,70607,9929
Greater Gethsemane Missionary Baptist Church  ,2024-10-01 00:00:00.000 Z,Baltimore,MD,21213,2383
Memorial Drive Presbyterian Church,2022-10-01 00:00:00.000 Z,Houston,TX,77024,155
"Quality of Life Coaching, Leadership & Development, LLC",2023-05-01 00:00:00.000 Z,Savannah,GA,31405,282
Wilmington Church of Christ,2023-10-01 00:00:00.000 Z,Wilmington,OH,45177,5043
City Church of Goldsboro,2024-08-01 00:00:00.000 Z,Goldsboro,NC,27532,123584
Life Church Horizon West,2024-07-01 00:00:00.000 Z,Clermont,FL,34714,6079
Peniel Pentecostal Holiness Church,2023-03-01 00:00:00.000 Z,Walnut Cove,NC,27052,30
BETHEL HOUSE OF WORSHIP APOSTOLIC FAITH ,2023-05-01 00:00:00.000 Z,Loganville,GA,30052,1903
Restoration Life Church,2023-09-01 00:00:00.000 Z,Peoria,IL,61604,2724
Iglesia Community,2024-11-01 00:00:00.000 Z,Hollywood,FL,33024,36446
Baxter Road Bible Church,2024-12-01 00:00:00.000 Z,Anchorage,AK,99504,620
Project Nation,2024-12-01 00:00:00.000 Z,Caldwell,ID,83607,36437
New Life Church,2025-01-01 00:00:00.000 Z,Sterling,VA,20165,3145
Sozo Recovery Center,2023-10-01 00:00:00.000 Z,Jessieville,AR,71949,404
Sozo Recovery Center,2023-12-01 00:00:00.000 Z,Jessieville,AR,71949,274
AXIS Church ,2024-11-01 00:00:00.000 Z,Port Jefferson,NY,11777,125
Valley Oak Community Church,2024-05-01 00:00:00.000 Z,Porterville,CA,93257,3410
North Cleveland Church of God,2024-06-01 00:00:00.000 Z,Cleveland,TN,37311,153
Venture En Espanol,2024-04-01 00:00:00.000 Z,Los Gatos,CA,95032,21230
Cleburne Bible Church,2024-01-01 00:00:00.000 Z,Cleburne,TX,76033-7202,5612
Venture En Espanol,2023-06-01 00:00:00.000 Z,Los Gatos,CA,95032,8985
Lakeside Community Presbyterian Church,2023-11-01 00:00:00.000 Z,Lakeside,CA,92040,136
Vision 2025 Prayer Team,2021-07-01 00:00:00.000 Z,Nashville,TN,37203,53817
Satisfaction Church International Inc,2023-03-01 00:00:00.000 Z,Newark,DE,19702,70
Berean SDA Church Houston,2023-06-01 00:00:00.000 Z,Houston,Texas,77003,28
BETHEL HOUSE OF WORSHIP APOSTOLIC FAITH ,2023-06-01 00:00:00.000 Z,Loganville,GA,30052,752
Purpose in the Pain Ministries,2023-02-01 00:00:00.000 Z,Charlotte,NC,28278,14
Greater Emanuel Temple,2024-06-01 00:00:00.000 Z,Neptune,NJ,07753,270
City Church of Goldsboro,2024-03-01 00:00:00.000 Z,Goldsboro,NC,27532,20943
First Free Will Baptist Church,2023-10-01 00:00:00.000 Z,Inman,SC,29349,3461
Great Lakes Region of the Wesleyan Church,2024-09-01 00:00:00.000 Z,Grandville,MI,49418,4671
Freedom Church,2023-12-01 00:00:00.000 Z,Gallatin,TN,37066,135009
C3 Church,2023-05-01 00:00:00.000 Z,South Point,OH,45680,186
Gibbs Chapel Wesleyan Church,2024-10-01 00:00:00.000 Z,Morganton,NC,28655,119
"First Emmanuel Church, Apostolic",2024-03-01 00:00:00.000 Z,Baltimore,MD,21223,507
Bethel Lutheran Church - Fergus Falls Campus,2023-05-01 00:00:00.000 Z,Fergus Falls,MN,56537,384
LifeChange Community Church,2024-02-01 00:00:00.000 Z,Burnips,MI,49314,58
Parkway Church,2024-09-01 00:00:00.000 Z,Prichard,AL,36613,1359
The Flipside Church,2024-07-01 00:00:00.000 Z,Rancho Cucamonga,CA,91730,273
Palestine Community Church,2024-07-01 00:00:00.000 Z,Baldwyn,MS,38824,423
Pilgrim church,2023-12-01 00:00:00.000 Z,Philadelphia,PA,19128,143
Last Chance Ministries - NW ,2024-09-01 00:00:00.000 Z,San Antonio,TX,78251,8080
Bethel Lutheran Church - Fergus Falls Campus,2022-04-01 00:00:00.000 Z,Fergus Falls,MN,56537,54
The Engaged Life,2023-10-01 00:00:00.000 Z,Edmond,OK,73025,1
Faithful Fishers,2024-10-01 00:00:00.000 Z,Universal City,TX,78148,358
The Oasis Church,2023-10-01 00:00:00.000 Z,Raytown,MO,64133-2406,15
First United Methodist Church,2021-08-01 00:00:00.000 Z,New Albany,MS,,785
S.E.E.D. Church,2023-02-01 00:00:00.000 Z,Roseville,MI,48066,56
LifeCorpsUSA,2023-06-01 00:00:00.000 Z,New Braunfels,TX,78132,4
Living Hope Church,2024-02-01 00:00:00.000 Z,Hutto,TX,78634,183
Newark United Methodist Church,2024-07-01 00:00:00.000 Z,Newark,DE,19711,380
Irving College Baptist Church,2023-09-01 00:00:00.000 Z,McMinnville,TN,37110,115
Victory Church ,2024-04-01 00:00:00.000 Z,Oklahoma City,OK,73122,2627
Vineyard Church of Brenham,2024-07-01 00:00:00.000 Z,Brenham,TX,77833,755
The Upright Man,2024-02-01 00:00:00.000 Z,La Center,WA,98629,2
Anthem Church,2023-10-01 00:00:00.000 Z,Federal Way,WA,98003,7514
"First Emmanuel Church, Apostolic",2023-12-01 00:00:00.000 Z,Baltimore,MD,21223,1154
USMC Ministries,2024-06-01 00:00:00.000 Z,Fredericksburg,VA,22401,9
Hope Community Church ,2024-04-01 00:00:00.000 Z,Wildwood,FL,34785,51
Kemlo,2024-12-01 00:00:00.000 Z,Ashburn,VA,20148,20
New Hope Students,2024-12-01 00:00:00.000 Z,Gilbert,AZ,85234,2940
Sozo Recovery Center,2024-12-01 00:00:00.000 Z,Jessieville,AR,71949,122
Impact Church of South Florida,2024-07-01 00:00:00.000 Z,Hollywood,FL,33024-9001,198
Bridge Bilingual,2024-02-01 00:00:00.000 Z,Hutto,TX,78634,1782
Kings In Christ,2024-04-01 00:00:00.000 Z,Wyckoff,NJ,07481,9690
Pilgrim church,2023-09-01 00:00:00.000 Z,Philadelphia,PA,19128,171
He Gets Us,2024-02-01 00:00:00.000 Z,Nashville,TN,37208,455
419 Church,2023-08-01 00:00:00.000 Z,Shawboro,NC,27973,114
Hope Community Church ,2024-10-01 00:00:00.000 Z,Wildwood,FL,34785,48
Global Impact,2024-09-01 00:00:00.000 Z,Sherwood,AR,72120,714
Passion City Church,2023-09-01 00:00:00.000 Z,Atlanta,GA,30324,70
Purpose in the Pain Ministries,2023-11-01 00:00:00.000 Z,Charlotte,NC,28278,22
Charm City Church,2024-07-01 00:00:00.000 Z,Middle River,MD,21220,209
Crossings Community Church,2022-04-01 00:00:00.000 Z,Oklahoma City,OK,73134,605
Valley View Christian Church,2024-08-01 00:00:00.000 Z,Kent,WA,98030,976
Goessel Church,2023-07-01 00:00:00.000 Z,Goessel,KS,67053,8
Greater Emanuel Temple,2024-10-01 00:00:00.000 Z,Neptune,NJ,07753,637
Geddes Community Methodist Church,2023-05-01 00:00:00.000 Z,Geddes,SD,57342,9
Wilmington Church of Christ,2024-07-01 00:00:00.000 Z,Wilmington,OH,45177,6100
JESUS CHURCH,2024-06-01 00:00:00.000 Z,Falls Church,VA,22043,37836
Reston Bible Church,2023-05-01 00:00:00.000 Z,Sterling,VA,20166,22
LifeCorpsUSA,2023-04-01 00:00:00.000 Z,New Braunfels,TX,78132,62
River's Edge Fellowship,2022-06-01 00:00:00.000 Z,Kansas City,MO,64133-2514,49
St. Timothy Lutheran Church ,2024-04-01 00:00:00.000 Z,Bemus Point,NY,14712,6
CUNE Campus Ministry,2024-03-01 00:00:00.000 Z,Seward,NE,68434,27
North Oak Community Church,2024-01-01 00:00:00.000 Z,Hays,KS,67601,12
JESUS CHURCH,2023-10-01 00:00:00.000 Z,Falls Church,VA,22043,2588
"First Baptist DeQueen, AR",2024-07-01 00:00:00.000 Z,De Queen,AR,71832,4
Anthem Church,2023-11-01 00:00:00.000 Z,Federal Way,WA,98003,6962
The Assembly,2024-08-01 00:00:00.000 Z,Siloam Springs,AR,72761,144
Silver Springs Baptist Church,2024-03-01 00:00:00.000 Z,Magnolia,TX,77354,106
MEN AFTER GOD’S HEART,2024-06-01 00:00:00.000 Z,Rockwall,TX,75087,60
Living Grace Community Church,2023-07-01 00:00:00.000 Z,Fort Wayne,IN,46845,114
Purpose in the Pain Ministries,2024-02-01 00:00:00.000 Z,Charlotte,NC,28278,20
Will Law,2023-11-01 00:00:00.000 Z,Erie,PA,16510,9
Realife Church,2023-05-01 00:00:00.000 Z,Greenfield,IN,46140,8
GrowPoint Church,2024-06-01 00:00:00.000 Z,Amherst,OH,44001,5598
First Baptist Church of Gloverville ,2024-11-01 00:00:00.000 Z,Gloverville,SC,29828,7
Bunker Hill Church,2023-09-01 00:00:00.000 Z,Buda,IL,61314,538
DUPLICATE - Grace Community Church,2023-02-01 00:00:00.000 Z,,NM,,8
Life Song Church,2024-04-01 00:00:00.000 Z,Knoxville,TN,37917,352
River's Edge Fellowship,2023-06-01 00:00:00.000 Z,Kansas City,MO,64133-2514,6
Peer-to-Peer Coaching,2023-07-01 00:00:00.000 Z,Bullard,TX,75757,8
Connection Church,2024-07-01 00:00:00.000 Z,Pikeville,KY,41501,9264
LifeBridge Church,2024-06-01 00:00:00.000 Z,Farragut,TN,37934,19
Crossroad Worship Center,2023-11-01 00:00:00.000 Z,Marietta,GA,30066,6
Jonesville Church,2024-01-01 00:00:00.000 Z,Savannah,GA,31405,2
Grace Baptist Church Mid City,2023-02-01 00:00:00.000 Z,Baton Rouge,LA,70806,2
Purpose in the Pain Ministries,2023-03-01 00:00:00.000 Z,Charlotte,NC,28278,4
Set Free,2023-11-01 00:00:00.000 Z,Spencer,OK,73084,52
Triumphal Christian Fellowship,2023-01-01 00:00:00.000 Z,Waxahachie,TX,75165,7
Glory Baptist Church,2024-02-01 00:00:00.000 Z,Aitkin,MN,56431,7
Tina Hamilton Ministries ,2024-12-01 00:00:00.000 Z,Hueytown,AL,35023,2
Dominican Republic Mission Team,2024-12-01 00:00:00.000 Z,Wallingford,CT,06492,204
River Region Church of the Nazarene ,2024-12-01 00:00:00.000 Z,Millbrook,AL,36054,10
Wild For The Nations INC,2024-02-01 00:00:00.000 Z,Grapevine,TX,76099,704
Church of God Word of Life ,2023-10-01 00:00:00.000 Z,Holyoke,MA,01040,2
Rock Church,2025-01-01 00:00:00.000 Z,Harrisonburg,VA,22802,3
Greenhouse Church South Florida,2022-10-01 00:00:00.000 Z,Tamarac,FL,33321,10
Florida Association of Recovery Residences (FARR),2024-11-01 00:00:00.000 Z,Lantana,FL,33462,2
Silver Creek First Church of the Nazarene,2024-08-01 00:00:00.000 Z,Owasso,OK,74055,5
Cynthia Thompson Global,2025-02-01 00:00:00.000 Z,Deerfield Beach,FL,33442,2
Purpose in the Pain Ministries,2025-02-01 00:00:00.000 Z,Charlotte,NC,28278,3
Bethel Lutheran Church - Fergus Falls Campus,2022-05-01 00:00:00.000 Z,Fergus Falls,MN,56537,28
Westwood Alliance Church,2025-02-01 00:00:00.000 Z,Mansfield,OH,44906,67
City of Refuge Ministries International ,2025-02-01 00:00:00.000 Z,Adrian,MI,49221,650
GT Church,2025-02-01 00:00:00.000 Z,Decatur,IL,62521,4281
Real Life Community,2025-02-01 00:00:00.000 Z,Nampa,ID,83651,27
Middle School Central,2025-02-01 00:00:00.000 Z,Conway,AR,72034,29
Seddon Students,2025-01-01 00:00:00.000 Z,Pell City,AL,35125,131
Warsaw Ward Communication ,2025-01-01 00:00:00.000 Z,Warsaw,IN,46580,1391
"La Fe USA, Inc",2025-01-01 00:00:00.000 Z,Houston,TX,77043,1739
Westwood Alliance Church,2025-01-01 00:00:00.000 Z,Mansfield,OH,44906,1005
Trinity UMC,2024-11-01 00:00:00.000 Z,Newark,NJ,07108,1007
Benchmark Ministries,2024-11-01 00:00:00.000 Z,The Dalles,OR,97058,119
Cordero Church ,2024-11-01 00:00:00.000 Z,Reno,NV,89502,1966
Great Plains Region MC,2024-12-01 00:00:00.000 Z,Lincoln,NE,68507,210
Thomas Road Baptist Church,2024-12-01 00:00:00.000 Z,Lynchburg,VA,24502,60
